utc,video_id,title,views,channel_subs
2026-08-01T09:16:43+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-01T09:16:43+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-01T09:16:43+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-01T11:04:01+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,1,5
2026-08-01T11:04:01+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,84,5
2026-08-01T11:04:01+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,1,5
2026-08-01T11:04:01+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,21,5
2026-08-01T11:04:01+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-01T11:04:01+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-01T11:04:01+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-01T11:04:01+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-01T11:04:01+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-01T11:04:01+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-01T11:04:01+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-01T12:10:41+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,1,5
2026-08-01T12:10:41+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,84,5
2026-08-01T12:10:41+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,1,5
2026-08-01T12:10:41+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,21,5
2026-08-01T12:10:41+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-01T12:10:41+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-01T12:10:41+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-01T12:10:41+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-01T12:10:41+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-01T12:10:41+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-01T12:10:41+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-01T14:09:16+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,1,5
2026-08-01T14:09:16+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,84,5
2026-08-01T14:09:16+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,1,5
2026-08-01T14:09:16+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,21,5
2026-08-01T14:09:16+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-01T14:09:16+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-01T14:09:16+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-01T14:09:16+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-01T14:09:16+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-01T14:09:16+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-01T14:09:16+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-01T15:41:17+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,1,5
2026-08-01T15:41:17+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,84,5
2026-08-01T15:41:17+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,1,5
2026-08-01T15:41:17+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,21,5
2026-08-01T15:41:17+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-01T15:41:17+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-01T15:41:17+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-01T15:41:17+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-01T15:41:17+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-01T15:41:17+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-01T15:41:17+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-01T17:11:23+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,1,5
2026-08-01T17:11:23+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,84,5
2026-08-01T17:11:23+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,1,5
2026-08-01T17:11:23+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,22,5
2026-08-01T17:11:23+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-01T17:11:23+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-01T17:11:23+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-01T17:11:23+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-01T17:11:23+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-01T17:11:23+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-01T17:11:23+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-01T18:35:09+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,3,5
2026-08-01T18:35:09+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,69,5
2026-08-01T18:35:09+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,1,5
2026-08-01T18:35:09+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,23,5
2026-08-01T18:35:09+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-01T18:35:09+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-01T18:35:09+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-01T18:35:09+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-01T18:35:09+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-01T18:35:09+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-01T18:35:09+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-01T19:51:57+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,3,5
2026-08-01T19:51:57+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,69,5
2026-08-01T19:51:57+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,1,5
2026-08-01T19:51:57+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,23,5
2026-08-01T19:51:57+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-01T19:51:57+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-01T19:51:57+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-01T19:51:57+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-01T19:51:57+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-01T19:51:57+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-01T19:51:57+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-01T21:06:41+00:00,8tfDniJJZxA,Me and My Brother Were F****** the SAME Girl 😭,,5
2026-08-01T21:06:41+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,3,5
2026-08-01T21:06:41+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,69,5
2026-08-01T21:06:41+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,1,5
2026-08-01T21:06:41+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,23,5
2026-08-01T21:06:41+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-01T21:06:41+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-01T21:06:41+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-01T21:06:41+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-01T21:06:41+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-01T21:06:41+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-01T21:06:41+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-01T22:10:09+00:00,8tfDniJJZxA,Me and My Brother Were F****** the SAME Girl 😭,1,5
2026-08-01T22:10:09+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,5,5
2026-08-01T22:10:09+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,69,5
2026-08-01T22:10:09+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,1,5
2026-08-01T22:10:09+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,23,5
2026-08-01T22:10:09+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-01T22:10:09+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-01T22:10:09+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-01T22:10:09+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-01T22:10:09+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-01T22:10:09+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-01T22:10:09+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-01T23:35:09+00:00,QxnkqQ5gwis,I Paid the Homeless Lady on My Block $40… She Gave Me Crabs ,,5
2026-08-01T23:35:09+00:00,8tfDniJJZxA,Me and My Brother Were F****** the SAME Girl 😭,1,5
2026-08-01T23:35:09+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,5,5
2026-08-01T23:35:09+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,69,5
2026-08-01T23:35:09+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,1,5
2026-08-01T23:35:09+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,26,5
2026-08-01T23:35:09+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-01T23:35:09+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-01T23:35:09+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-01T23:35:09+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-01T23:35:09+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-01T23:35:09+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-01T23:35:09+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-02T01:13:27+00:00,x7tUlYjrSAU,GTA 5's Single-Player DLC Was REAL — Then It Vanished 😭,86,5
2026-08-02T01:13:27+00:00,QxnkqQ5gwis,I Paid the Homeless Lady on My Block $40… She Gave Me Crabs ,,5
2026-08-02T01:13:27+00:00,8tfDniJJZxA,Me and My Brother Were F****** the SAME Girl 😭,1,5
2026-08-02T01:13:27+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,5,5
2026-08-02T01:13:27+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,69,5
2026-08-02T01:13:27+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,3,5
2026-08-02T01:13:27+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,27,5
2026-08-02T01:13:27+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-02T01:13:27+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-02T01:13:27+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-02T01:13:27+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-02T01:13:27+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-02T01:13:27+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-02T01:13:27+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-02T05:03:57+00:00,x7tUlYjrSAU,GTA 5's Single-Player DLC Was REAL — Then It Vanished 😭,414,5
2026-08-02T05:03:57+00:00,QxnkqQ5gwis,I Paid the Homeless Lady on My Block $40… She Gave Me Crabs ,,5
2026-08-02T05:03:57+00:00,8tfDniJJZxA,Me and My Brother Were F****** the SAME Girl 😭,1,5
2026-08-02T05:03:57+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,5,5
2026-08-02T05:03:57+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,70,5
2026-08-02T05:03:57+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,3,5
2026-08-02T05:03:57+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,31,5
2026-08-02T05:03:57+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-02T05:03:57+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-02T05:03:57+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-02T05:03:57+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-02T05:03:57+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-02T05:03:57+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-02T05:03:57+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-02T07:39:25+00:00,x7tUlYjrSAU,GTA 5's Single-Player DLC Was REAL — Then It Vanished 😭,489,5
2026-08-02T07:39:25+00:00,QxnkqQ5gwis,I Paid the Homeless Lady on My Block $40… She Gave Me Crabs ,,5
2026-08-02T07:39:25+00:00,8tfDniJJZxA,Me and My Brother Were F****** the SAME Girl 😭,1,5
2026-08-02T07:39:25+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,5,5
2026-08-02T07:39:25+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,70,5
2026-08-02T07:39:25+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,3,5
2026-08-02T07:39:25+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,33,5
2026-08-02T07:39:25+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-02T07:39:25+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-02T07:39:25+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-02T07:39:25+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-02T07:39:25+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-02T07:39:25+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-02T07:39:25+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-02T10:05:57+00:00,x7tUlYjrSAU,GTA 5's Single-Player DLC Was REAL — Then It Vanished 😭,785,5
2026-08-02T10:05:57+00:00,QxnkqQ5gwis,I Paid the Homeless Lady on My Block $40… She Gave Me Crabs ,,5
2026-08-02T10:05:57+00:00,8tfDniJJZxA,Me and My Brother Were F****** the SAME Girl 😭,1,5
2026-08-02T10:05:57+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,6,5
2026-08-02T10:05:57+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,71,5
2026-08-02T10:05:57+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,4,5
2026-08-02T10:05:57+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,34,5
2026-08-02T10:05:57+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-02T10:05:57+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-02T10:05:57+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-02T10:05:57+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-02T10:05:57+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-02T10:05:57+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-02T10:05:57+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-02T11:33:30+00:00,x7tUlYjrSAU,GTA 5's Single-Player DLC Was REAL — Then It Vanished 😭,785,5
2026-08-02T11:33:30+00:00,QxnkqQ5gwis,I Paid the Homeless Lady on My Block $40… She Gave Me Crabs ,,5
2026-08-02T11:33:30+00:00,8tfDniJJZxA,Me and My Brother Were F****** the SAME Girl 😭,1,5
2026-08-02T11:33:30+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,6,5
2026-08-02T11:33:30+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,71,5
2026-08-02T11:33:30+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,4,5
2026-08-02T11:33:30+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,34,5
2026-08-02T11:33:30+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-02T11:33:30+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-02T11:33:30+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-02T11:33:30+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-02T11:33:30+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-02T11:33:30+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-02T11:33:30+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-02T12:40:59+00:00,x7tUlYjrSAU,GTA 5's Single-Player DLC Was REAL — Then It Vanished 😭,855,5
2026-08-02T12:40:59+00:00,QxnkqQ5gwis,I Paid the Homeless Lady on My Block $40… She Gave Me Crabs ,,5
2026-08-02T12:40:59+00:00,8tfDniJJZxA,Me and My Brother Were F****** the SAME Girl 😭,1,5
2026-08-02T12:40:59+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,6,5
2026-08-02T12:40:59+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,71,5
2026-08-02T12:40:59+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,4,5
2026-08-02T12:40:59+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,34,5
2026-08-02T12:40:59+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-02T12:40:59+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-02T12:40:59+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-02T12:40:59+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-02T12:40:59+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-02T12:40:59+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-02T12:40:59+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-02T14:42:10+00:00,x7tUlYjrSAU,GTA 5's Single-Player DLC Was REAL — Then It Vanished 😭,900,5
2026-08-02T14:42:10+00:00,QxnkqQ5gwis,I Paid the Homeless Lady on My Block $40… She Gave Me Crabs ,,5
2026-08-02T14:42:10+00:00,8tfDniJJZxA,Me and My Brother Were F****** the SAME Girl 😭,1,5
2026-08-02T14:42:10+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,6,5
2026-08-02T14:42:10+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,71,5
2026-08-02T14:42:10+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,4,5
2026-08-02T14:42:10+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,34,5
2026-08-02T14:42:10+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,5
2026-08-02T14:42:10+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,5
2026-08-02T14:42:10+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,5
2026-08-02T14:42:10+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,5
2026-08-02T14:42:10+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,5
2026-08-02T14:42:10+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,5
2026-08-02T14:42:10+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,5
2026-08-02T16:10:19+00:00,x7tUlYjrSAU,GTA 5's Single-Player DLC Was REAL — Then It Vanished 😭,1100,6
2026-08-02T16:10:19+00:00,QxnkqQ5gwis,I Paid the Homeless Lady on My Block $40… She Gave Me Crabs ,2,6
2026-08-02T16:10:19+00:00,8tfDniJJZxA,Me and My Brother Were F****** the SAME Girl 😭,1,6
2026-08-02T16:10:19+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,6,6
2026-08-02T16:10:19+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,72,6
2026-08-02T16:10:19+00:00,gTQtX11PFnk,My Ex Crashed My Date… Pretending to Be My SISTER 😭,4,6
2026-08-02T16:10:19+00:00,Lr_wsAOKx88,I Faked Being Hypnotized… and Got Suspended For It 😭,34,6
2026-08-02T16:10:19+00:00,ca-Ml6yiPwQ,I Took Shrooms Right Before Thanksgiving Dinner 😭,,6
2026-08-02T16:10:19+00:00,0FEnfmRaS0k,"GTA 6 Rumors Are Getting INSANE — Hostages, Hurricanes & Mor",1200,6
2026-08-02T16:10:19+00:00,5ZaAqXspE0Q,My Card Declined at McDonald's… On a FIRST DATE 💀,6,6
2026-08-02T16:10:19+00:00,Id1ipnvBNg8,GTA 5 Came Out on the PS3. Let That Sink In 💀,8,6
2026-08-02T16:10:19+00:00,SSbpXRKXyK0,I Took Acid For the First Time… In MATH CLASS 💀,580,6
2026-08-02T16:10:19+00:00,rHrFotZGnEY,GTA Made Me FAIL My Driving Test 💀,17,6
2026-08-02T16:10:19+00:00,th58tQr8zhY,My Brother SOLD My GTA Account… For This 😭,1200,6
2026-08-02T17:40:11+00:00,x7tUlYjrSAU,GTA 5's Single-Player DLC Was REAL — Then It Vanished 😭,1200,6
2026-08-02T17:40:11+00:00,QxnkqQ5gwis,I Paid the Homeless Lady on My Block $40… She Gave Me Crabs ,2,6
2026-08-02T17:40:11+00:00,8tfDniJJZxA,Me and My Brother Were F****** the SAME Girl 😭,4,6
2026-08-02T17:40:11+00:00,q0Lo_voZuLk,The REAL Reason GTA 6 Got Delayed 😭,6,6
2026-08-02T17:40:11+00:00,ia2d3Kae9_c,I Ran Off on My Plug… He Caught Me Walking My Chihuahua 😭,72,6
